tf	target_gene_counts
ensg:ENSG00000169925	12578
ensg:ENSG00000107485	12574
ensg:ENSG00000154727	12568
ensg:ENSG00000100888	12539
ensg:ENSG00000143190	12521
ensg:ENSG00000111276	12507
ensg:ENSG00000071655	12506
ensg:ENSG00000187555	12473
ensg:ENSG00000141380	12464
ensg:ENSG00000117713	12439
ensg:ENSG00000090447	12395
ensg:ENSG00000100320	12377
ensg:ENSG00000102978	12373
ensg:ENSG00000189079	12355
ensg:ENSG00000204356	12340
ensg:ENSG00000067955	12323
ensg:ENSG00000178764	12307
ensg:ENSG00000166164	12244
ensg:ENSG00000172943	12227
ensg:ENSG00000167548	12153
ensg:ENSG00000197905	12145
ensg:ENSG00000108055	12114
ensg:ENSG00000158773	12098
ensg:ENSG00000173120	12062
ensg:ENSG00000112658	12011
ensg:ENSG00000028310	11970
ensg:ENSG00000105610	11969
ensg:ENSG00000122565	11928
ensg:ENSG00000121481	11917
ensg:ENSG00000136931	11868
ensg:ENSG00000114115	11852
ensg:ENSG00000185049	11813
ensg:ENSG00000113916	11781
ensg:ENSG00000125347	11781
ensg:ENSG00000118007	11779
ensg:ENSG00000137265	11756
ensg:ENSG00000164683	11707
ensg:ENSG00000123405	11696
ensg:ENSG00000175097	11650
ensg:ENSG00000122779	11627
ensg:ENSG00000141979	11559
ensg:ENSG00000148737	11539
ensg:ENSG00000204371	11488
ensg:ENSG00000148400	11432
ensg:ENSG00000150347	11426
ensg:ENSG00000077782	11412
ensg:ENSG00000166446	11401
ensg:ENSG00000143889	11371
ensg:ENSG00000154832	11360
ensg:ENSG00000165632	11346
ensg:ENSG00000133794	11316
ensg:ENSG00000064102	11305
ensg:ENSG00000073861	11192
ensg:ENSG00000141905	11176
ensg:ENSG00000118513	11169
ensg:ENSG00000109787	11163
ensg:ENSG00000106459	11146
ensg:ENSG00000187098	11114
ensg:ENSG00000089902	11095
ensg:ENSG00000099956	11076
ensg:ENSG00000279765	11063
ensg:ENSG00000102054	11040
ensg:ENSG00000165804	10986
ensg:ENSG00000101158	10977
ensg:ENSG00000106546	10860
ensg:ENSG00000196092	10848
ensg:ENSG00000171456	10835
ensg:ENSG00000173805	10817
ensg:ENSG00000136574	10808
ensg:ENSG00000020633	10793
ensg:ENSG00000164190	10757
ensg:ENSG00000079102	10730
ensg:ENSG00000025770	10727
ensg:ENSG00000170345	10719
ensg:ENSG00000245848	10714
ensg:ENSG00000162992	10704
ensg:ENSG00000172059	10677
ensg:ENSG00000140464	10661
ensg:ENSG00000079246	10645
ensg:ENSG00000143624	10621
ensg:ENSG00000130844	10555
ensg:ENSG00000081059	10554
ensg:ENSG00000147140	10523
ensg:ENSG00000147180	10482
ensg:ENSG00000185630	10453
ensg:ENSG00000157933	10446
ensg:ENSG00000204859	10440
ensg:ENSG00000102554	10409
ensg:ENSG00000167081	10382
ensg:ENSG00000225489	10312
ensg:ENSG00000075426	10290
ensg:ENSG00000171862	10288
ensg:ENSG00000160789	10280
ensg:ENSG00000136826	10253
ensg:ENSG00000134107	10245
ensg:ENSG00000131759	10235
ensg:ENSG00000138785	10214
ensg:ENSG00000115966	10189
ensg:ENSG00000116560	10189
ensg:ENSG00000070495	10123
ensg:ENSG00000189403	10090
ensg:ENSG00000168556	10081
ensg:ENSG00000133392	10062
ensg:ENSG00000096070	10033
ensg:ENSG00000133884	10017
ensg:ENSG00000134058	9929
ensg:ENSG00000196628	9926
ensg:ENSG00000136504	9886
ensg:ENSG00000126351	9879
ensg:ENSG00000172534	9877
ensg:ENSG00000147050	9864
ensg:ENSG00000159184	9864
ensg:ENSG00000137693	9832
ensg:ENSG00000165588	9814
ensg:ENSG00000198793	9810
ensg:ENSG00000150907	9806
ensg:ENSG00000012048	9804
ensg:ENSG00000055609	9781
ensg:ENSG00000162521	9746
ensg:ENSG00000125651	9742
ensg:ENSG00000006194	9738
ensg:ENSG00000148516	9709
ensg:ENSG00000072364	9678
ensg:ENSG00000166349	9676
ensg:ENSG00000175387	9627
ensg:ENSG00000136937	9617
ensg:ENSG00000205250	9602
ensg:ENSG00000175727	9579
ensg:ENSG00000101057	9571
ensg:ENSG00000165732	9554
ensg:ENSG00000123908	9522
ensg:ENSG00000175592	9508
ensg:ENSG00000028277	9486
ensg:ENSG00000163602	9405
ensg:ENSG00000164916	9404
ensg:ENSG00000175745	9381
ensg:ENSG00000183770	9328
ensg:ENSG00000129152	9305
ensg:ENSG00000184634	9300
ensg:ENSG00000168395	9292
ensg:ENSG00000111206	9231
ensg:ENSG00000132510	9226
ensg:ENSG00000137947	9220
ensg:ENSG00000092199	9185
ensg:ENSG00000164330	9128
ensg:ENSG00000104447	9123
ensg:ENSG00000178691	9024
ensg:ENSG00000158055	8987
ensg:ENSG00000136352	8978
ensg:ENSG00000141052	8971
ensg:ENSG00000131196	8963
ensg:ENSG00000197576	8935
ensg:ENSG00000077097	8927
ensg:ENSG00000105722	8890
ensg:ENSG00000094916	8865
ensg:ENSG00000172493	8847
ensg:ENSG00000105698	8845
ensg:ENSG00000113716	8826
ensg:ENSG00000185811	8741
ensg:ENSG00000204227	8740
ensg:ENSG00000100425	8726
ensg:ENSG00000198026	8712
ensg:ENSG00000112242	8703
ensg:ENSG00000118526	8643
ensg:ENSG00000118418	8631
ensg:ENSG00000082258	8627
ensg:ENSG00000008083	8607
ensg:ENSG00000146247	8489
ensg:ENSG00000133895	8459
ensg:ENSG00000143390	8443
ensg:ENSG00000131051	8440
ensg:ENSG00000029363	8415
ensg:ENSG00000086589	8402
ensg:ENSG00000178913	8397
ensg:ENSG00000221869	8368
ensg:ENSG00000119203	8353
ensg:ENSG00000198728	8345
ensg:ENSG00000162702	8333
ensg:ENSG00000132170	8297
ensg:ENSG00000119547	8280
ensg:ENSG00000141002	8254
ensg:ENSG00000108468	8187
ensg:ENSG00000163435	8176
ensg:ENSG00000169564	8111
ensg:ENSG00000198176	8104
ensg:ENSG00000198131	7963
ensg:ENSG00000085224	7950
ensg:ENSG00000106006	7907
ensg:ENSG00000101040	7906
ensg:ENSG00000006468	7901
ensg:ENSG00000166477	7860
ensg:ENSG00000268083	7855
ensg:ENSG00000164107	7847
ensg:ENSG00000164105	7839
ensg:ENSG00000171988	7837
ensg:ENSG00000113368	7766
ensg:ENSG00000272333	7736
ensg:ENSG00000139687	7712
ensg:ENSG00000100219	7693
ensg:ENSG00000092847	7691
ensg:ENSG00000124782	7665
ensg:ENSG00000140332	7654
ensg:ENSG00000185122	7652
ensg:ENSG00000164104	7644
ensg:ENSG00000165119	7624
ensg:ENSG00000111424	7581
ensg:ENSG00000001167	7575
ensg:ENSG00000025434	7556
ensg:ENSG00000109320	7456
ensg:ENSG00000143365	7351
ensg:ENSG00000081189	7216
ensg:ENSG00000101972	7202
ensg:ENSG00000170365	7188
ensg:ENSG00000186350	7179
ensg:ENSG00000057935	7136
ensg:ENSG00000164151	7029
ensg:ENSG00000141448	7028
ensg:ENSG00000169057	7022
ensg:ENSG00000164631	6964
ensg:ENSG00000117707	6923
ensg:ENSG00000120948	6876
ensg:ENSG00000129351	6869
ensg:ENSG00000080839	6783
ensg:ENSG00000125398	6752
ensg:ENSG00000105866	6712
ensg:ENSG00000067646	6691
ensg:ENSG00000270647	6666
ensg:ENSG00000115207	6658
ensg:ENSG00000089280	6649
ensg:ENSG00000074047	6584
ensg:ENSG00000111704	6574
ensg:ENSG00000181449	6553
ensg:ENSG00000164985	6551
ensg:ENSG00000116044	6488
ensg:ENSG00000083307	6480
ensg:ENSG00000101076	6430
ensg:ENSG00000126561	6385
ensg:ENSG00000171634	6359
ensg:ENSG00000088930	6309
ensg:ENSG00000127152	6305
ensg:ENSG00000183814	6299
ensg:ENSG00000118971	6286
ensg:ENSG00000136450	6215
ensg:ENSG00000134982	6137
ensg:ENSG00000163930	6129
ensg:ENSG00000145216	6115
ensg:ENSG00000069399	6101
ensg:ENSG00000120837	6089
ensg:ENSG00000275410	6081
ensg:ENSG00000165891	6073
ensg:ENSG00000149308	6070
ensg:ENSG00000183495	6013
ensg:ENSG00000153560	6005
ensg:ENSG00000187079	5998
ensg:ENSG00000161405	5996
ensg:ENSG00000272886	5977
ensg:ENSG00000177485	5966
ensg:ENSG00000177565	5944
ensg:ENSG00000172789	5940
ensg:ENSG00000263001	5937
ensg:ENSG00000105717	5933
ensg:ENSG00000123268	5925
ensg:ENSG00000073282	5904
ensg:ENSG00000174197	5852
ensg:ENSG00000198517	5851
ensg:ENSG00000126457	5845
ensg:ENSG00000149480	5803
ensg:ENSG00000100625	5793
ensg:ENSG00000108654	5787
ensg:ENSG00000171208	5722
ensg:ENSG00000006712	5713
ensg:ENSG00000157259	5661
ensg:ENSG00000168283	5641
ensg:ENSG00000119866	5615
ensg:ENSG00000171223	5603
ensg:ENSG00000204531	5603
ensg:ENSG00000213999	5565
ensg:ENSG00000100030	5536
ensg:ENSG00000182979	5507
ensg:ENSG00000118985	5485
ensg:ENSG00000181690	5435
ensg:ENSG00000126767	5423
ensg:ENSG00000116809	5318
ensg:ENSG00000084676	5294
ensg:ENSG00000163346	5273
ensg:ENSG00000111049	5255
ensg:ENSG00000149136	5198
ensg:ENSG00000163348	5196
ensg:ENSG00000131408	5121
ensg:ENSG00000177045	5111
ensg:ENSG00000130940	5102
ensg:ENSG00000128908	5101
ensg:ENSG00000197724	5090
ensg:ENSG00000080503	5083
ensg:ENSG00000104856	5070
ensg:ENSG00000168036	5036
ensg:ENSG00000107859	5022
ensg:ENSG00000100206	5012
ensg:ENSG00000108001	4914
ensg:ENSG00000156273	4883
ensg:ENSG00000072310	4842
ensg:ENSG00000068305	4836
ensg:ENSG00000141027	4827
ensg:ENSG00000163508	4734
ensg:ENSG00000033800	4571
ensg:ENSG00000178175	4543
ensg:ENSG00000172795	4525
ensg:ENSG00000185686	4509
ensg:ENSG00000244405	4488
ensg:ENSG00000164749	4444
ensg:ENSG00000173276	4384
ensg:ENSG00000204209	4382
ensg:ENSG00000175792	4370
ensg:ENSG00000092377	4340
ensg:ENSG00000121068	4316
ensg:ENSG00000123358	4313
ensg:ENSG00000147130	4300
ensg:ENSG00000170577	4268
ensg:ENSG00000115548	4253
ensg:ENSG00000020256	4222
ensg:ENSG00000136875	4185
ensg:ENSG00000116030	4145
ensg:ENSG00000067082	4136
ensg:ENSG00000054267	4100
ensg:ENSG00000073614	4077
ensg:ENSG00000182568	4048
ensg:ENSG00000141431	4041
ensg:ENSG00000135373	3989
ensg:ENSG00000099381	3973
ensg:ENSG00000170581	3925
ensg:ENSG00000187772	3921
ensg:ENSG00000122691	3915
ensg:ENSG00000171720	3909
ensg:ENSG00000143614	3881
ensg:ENSG00000165702	3875
ensg:ENSG00000130749	3874
ensg:ENSG00000131931	3810
ensg:ENSG00000173153	3802
ensg:ENSG00000066136	3787
ensg:ENSG00000197063	3780
ensg:ENSG00000125618	3745
ensg:ENSG00000126746	3744
ensg:ENSG00000108773	3727
ensg:ENSG00000285238	3696
ensg:ENSG00000180530	3635
ensg:ENSG00000105810	3594
ensg:ENSG00000162924	3577
ensg:ENSG00000141579	3551
ensg:ENSG00000116017	3537
ensg:ENSG00000139842	3531
ensg:ENSG00000108175	3455
ensg:ENSG00000077150	3398
ensg:ENSG00000167766	3398
ensg:ENSG00000140265	3385
ensg:ENSG00000160633	3365
ensg:ENSG00000175197	3326
ensg:ENSG00000139515	3307
ensg:ENSG00000187778	3301
ensg:ENSG00000143033	3300
ensg:ENSG00000175029	3284
ensg:ENSG00000111145	3254
ensg:ENSG00000165556	3245
ensg:ENSG00000146670	3239
ensg:ENSG00000158711	3239
ensg:ENSG00000019485	3139
ensg:ENSG00000129071	3136
ensg:ENSG00000104903	3134
ensg:ENSG00000173757	3124
ensg:ENSG00000185022	3107
ensg:ENSG00000171316	3098
ensg:ENSG00000157212	3087
ensg:ENSG00000196498	3079
ensg:ENSG00000174306	3028
ensg:ENSG00000163064	2965
ensg:ENSG00000011304	2953
ensg:ENSG00000159692	2953
ensg:ENSG00000043355	2889
ensg:ENSG00000167182	2791
ensg:ENSG00000156127	2788
ensg:ENSG00000016082	2784
ensg:ENSG00000079263	2779
ensg:ENSG00000277258	2743
ensg:ENSG00000167670	2717
ensg:ENSG00000143379	2714
ensg:ENSG00000105323	2702
ensg:ENSG00000126012	2693
ensg:ENSG00000112081	2678
ensg:ENSG00000123685	2592
ensg:ENSG00000077463	2547
ensg:ENSG00000168286	2547
ensg:ENSG00000147601	2528
ensg:ENSG00000162676	2490
ensg:ENSG00000137871	2483
ensg:ENSG00000101216	2481
ensg:ENSG00000145604	2462
ensg:ENSG00000230797	2410
ensg:ENSG00000184507	2396
ensg:ENSG00000100307	2366
ensg:ENSG00000198185	2349
ensg:ENSG00000164736	2330
ensg:ENSG00000177463	2293
ensg:ENSG00000129691	2285
ensg:ENSG00000165494	2276
ensg:ENSG00000170485	2266
ensg:ENSG00000139618	2261
ensg:ENSG00000177374	2253
ensg:ENSG00000139800	2213
ensg:ENSG00000140044	2207
ensg:ENSG00000131061	2170
ensg:ENSG00000129245	2169
ensg:ENSG00000172977	2168
ensg:ENSG00000129173	2153
ensg:ENSG00000135363	2134
ensg:ENSG00000198900	2110
ensg:ENSG00000177494	2097
ensg:ENSG00000116016	2035
ensg:ENSG00000101115	2029
ensg:ENSG00000139352	2024
ensg:ENSG00000167034	2019
ensg:ENSG00000172238	2019
ensg:ENSG00000115942	2008
ensg:ENSG00000267699	1984
ensg:ENSG00000131668	1949
ensg:ENSG00000012817	1940
ensg:ENSG00000101266	1901
ensg:ENSG00000148308	1895
ensg:ENSG00000103479	1888
ensg:ENSG00000106261	1884
ensg:ENSG00000128272	1827
ensg:ENSG00000109906	1809
ensg:ENSG00000167258	1798
ensg:ENSG00000143476	1782
ensg:ENSG00000258315	1780
ensg:ENSG00000196367	1753
ensg:ENSG00000065029	1750
ensg:ENSG00000137709	1669
ensg:ENSG00000111875	1668
ensg:ENSG00000126456	1666
ensg:ENSG00000109111	1640
ensg:ENSG00000163161	1640
ensg:ENSG00000107807	1625
ensg:ENSG00000088305	1617
ensg:ENSG00000138336	1563
ensg:ENSG00000063244	1556
ensg:ENSG00000141582	1549
ensg:ENSG00000130382	1545
ensg:ENSG00000169957	1529
ensg:ENSG00000167491	1483
ensg:ENSG00000085276	1476
ensg:ENSG00000112182	1470
ensg:ENSG00000116350	1440
ensg:ENSG00000180806	1390
ensg:ENSG00000146757	1388
ensg:ENSG00000171105	1388
ensg:ENSG00000109805	1361
ensg:ENSG00000179750	1353
ensg:ENSG00000169045	1331
ensg:ENSG00000204103	1310
ensg:ENSG00000124795	1304
ensg:ENSG00000260596	1274
ensg:ENSG00000126778	1265
ensg:ENSG00000102098	1253
ensg:ENSG00000152422	1238
ensg:ENSG00000103510	1217
ensg:ENSG00000064313	1202
ensg:ENSG00000235499	1186
ensg:ENSG00000205581	1185
ensg:ENSG00000124535	1158
ensg:ENSG00000030419	1145
ensg:ENSG00000160973	1142
ensg:ENSG00000101096	1141
ensg:ENSG00000240972	1139
ensg:ENSG00000257923	1136
ensg:ENSG00000073111	1130
ensg:ENSG00000074266	1111
ensg:ENSG00000120068	1105
ensg:ENSG00000048540	1103
ensg:ENSG00000109132	1085
ensg:ENSG00000134595	1078
ensg:ENSG00000243678	1062
ensg:ENSG00000135100	1051
ensg:ENSG00000156239	1048
ensg:ENSG00000253729	1034
ensg:ENSG00000100084	1032
ensg:ENSG00000179059	1031
ensg:ENSG00000104884	1015
ensg:ENSG00000103241	1005
ensg:ENSG00000133422	1000
ensg:ENSG00000104885	938
ensg:ENSG00000122180	914
ensg:ENSG00000124151	907
ensg:ENSG00000171843	902
ensg:ENSG00000147596	880
ensg:ENSG00000078900	870
ensg:ENSG00000096717	854
ensg:ENSG00000112062	834
ensg:ENSG00000018408	817
ensg:ENSG00000068024	809
ensg:ENSG00000134046	806
ensg:ENSG00000140009	797
ensg:ENSG00000134317	795
ensg:ENSG00000089225	771
ensg:ENSG00000094631	757
ensg:ENSG00000178573	745
ensg:ENSG00000120733	743
ensg:ENSG00000138378	736
ensg:ENSG00000049618	729
ensg:ENSG00000166886	722
ensg:ENSG00000139613	715
ensg:ENSG00000175832	714
ensg:ENSG00000065675	709
ensg:ENSG00000168310	693
ensg:ENSG00000172530	690
ensg:ENSG00000184486	677
ensg:ENSG00000146592	676
ensg:ENSG00000134371	669
ensg:ENSG00000273604	651
ensg:ENSG00000057657	650
ensg:ENSG00000049768	632
ensg:ENSG00000258964	630
ensg:ENSG00000114416	627
ensg:ENSG00000140968	597
ensg:ENSG00000110777	563
ensg:ENSG00000196208	562
ensg:ENSG00000171940	545
ensg:ENSG00000105672	509
ensg:ENSG00000124664	508
ensg:ENSG00000186141	469
ensg:ENSG00000005007	450
ensg:ENSG00000112561	446
ensg:ENSG00000172379	444
ensg:ENSG00000085840	422
ensg:ENSG00000257379	421
ensg:ENSG00000157540	414
ensg:ENSG00000225830	409
ensg:ENSG00000136451	384
ensg:ENSG00000144161	381
ensg:ENSG00000157764	369
ensg:ENSG00000159140	358
ensg:ENSG00000053254	346
ensg:ENSG00000183072	343
ensg:ENSG00000058673	341
ensg:ENSG00000165699	341
ensg:ENSG00000166598	341
ensg:ENSG00000134852	332
ensg:ENSG00000009709	324
ensg:ENSG00000107290	317
ensg:ENSG00000036549	313
ensg:ENSG00000117505	313
ensg:ENSG00000142235	305
ensg:ENSG00000078699	297
ensg:ENSG00000166199	293
ensg:ENSG00000116833	292
ensg:ENSG00000171703	291
ensg:ENSG00000129993	286
ensg:ENSG00000122877	277
ensg:ENSG00000111752	276
ensg:ENSG00000146918	276
ensg:ENSG00000125850	270
ensg:ENSG00000166407	268
ensg:ENSG00000115875	266
ensg:ENSG00000198040	266
ensg:ENSG00000113196	264
ensg:ENSG00000147421	253
ensg:ENSG00000143995	250
ensg:ENSG00000163909	241
ensg:ENSG00000115816	234
ensg:ENSG00000256463	233
ensg:ENSG00000139154	225
ensg:ENSG00000147162	224
ensg:ENSG00000116128	218
ensg:ENSG00000176102	218
ensg:ENSG00000087903	209
ensg:ENSG00000114166	206
ensg:ENSG00000102125	204
ensg:ENSG00000116539	200
ensg:ENSG00000049167	199
ensg:ENSG00000007372	195
ensg:ENSG00000100804	190
ensg:ENSG00000104852	190
ensg:ENSG00000092148	189
ensg:ENSG00000091656	184
ensg:ENSG00000197024	184
ensg:ENSG00000143799	181
ensg:ENSG00000142453	174
ensg:ENSG00000131747	172
ensg:ENSG00000204304	169
ensg:ENSG00000102710	157
ensg:ENSG00000132522	152
ensg:ENSG00000100395	150
ensg:ENSG00000171606	142
ensg:ENSG00000100462	136
ensg:ENSG00000128915	135
ensg:ENSG00000140632	132
ensg:ENSG00000069011	131
ensg:ENSG00000106689	131
ensg:ENSG00000109381	129
ensg:ENSG00000130254	129
ensg:ENSG00000015171	127
ensg:ENSG00000137486	127
ensg:ENSG00000138795	125
ensg:ENSG00000141570	125
ensg:ENSG00000070748	124
ensg:ENSG00000174405	124
ensg:ENSG00000119403	121
ensg:ENSG00000145734	121
ensg:ENSG00000079432	120
ensg:ENSG00000005513	117
ensg:ENSG00000109819	116
ensg:ENSG00000007171	113
ensg:ENSG00000096063	107
ensg:ENSG00000116830	103
ensg:ENSG00000124216	95
ensg:ENSG00000175221	94
ensg:ENSG00000112118	91
ensg:ENSG00000182578	91
ensg:ENSG00000012504	89
ensg:ENSG00000163935	89
ensg:ENSG00000198945	89
ensg:ENSG00000078399	85
ensg:ENSG00000173894	83
ensg:ENSG00000185024	83
ensg:ENSG00000105229	82
ensg:ENSG00000140396	82
ensg:ENSG00000183741	82
ensg:ENSG00000074657	80
ensg:ENSG00000156531	77
ensg:ENSG00000008405	75
ensg:ENSG00000117748	75
ensg:ENSG00000130656	75
ensg:ENSG00000117115	71
ensg:ENSG00000196199	66
ensg:ENSG00000111732	65
ensg:ENSG00000127337	65
ensg:ENSG00000105656	63
ensg:ENSG00000230522	61
ensg:ENSG00000130816	60
ensg:ENSG00000265794	56
ensg:ENSG00000083093	55
ensg:ENSG00000106004	54
ensg:ENSG00000179632	54
ensg:ENSG00000198815	53
ensg:ENSG00000022556	52
ensg:ENSG00000167771	51
ensg:ENSG00000171681	51
ensg:ENSG00000065978	48
ensg:ENSG00000183207	48
ensg:ENSG00000128708	47
ensg:ENSG00000161021	46
ensg:ENSG00000104973	44
ensg:ENSG00000083544	43
ensg:ENSG00000128604	42
ensg:ENSG00000173692	40
ensg:ENSG00000196782	40
ensg:ENSG00000106723	38
ensg:ENSG00000166888	38
ensg:ENSG00000197213	37
ensg:ENSG00000116604	35
ensg:ENSG00000125285	33
ensg:ENSG00000132604	32
ensg:ENSG00000266412	31
ensg:ENSG00000037965	30
ensg:ENSG00000103275	28
ensg:ENSG00000117318	26
ensg:ENSG00000131848	26
ensg:ENSG00000074181	25
ensg:ENSG00000144554	25
ensg:ENSG00000104221	23
ensg:ENSG00000153147	23
ensg:ENSG00000112365	22
ensg:ENSG00000135679	22
ensg:ENSG00000256229	22
ensg:ENSG00000101596	21
ensg:ENSG00000176887	21
ensg:ENSG00000181163	21
ensg:ENSG00000025156	20
ensg:ENSG00000186918	20
ensg:ENSG00000197279	20
ensg:ENSG00000139083	19
ensg:ENSG00000213445	19
ensg:ENSG00000261351	19
ensg:ENSG00000163950	18
ensg:ENSG00000168264	17
ensg:ENSG00000285547	17
ensg:ENSG00000008128	16
ensg:ENSG00000080603	16
ensg:ENSG00000082438	16
ensg:ENSG00000151623	16
ensg:ENSG00000158321	16
ensg:ENSG00000169554	16
ensg:ENSG00000173113	16
ensg:ENSG00000260027	16
ensg:ENSG00000108064	15
ensg:ENSG00000124422	15
ensg:ENSG00000124789	15
ensg:ENSG00000110713	14
ensg:ENSG00000111786	14
ensg:ENSG00000121931	14
ensg:ENSG00000189299	14
ensg:ENSG00000069869	13
ensg:ENSG00000121741	13
ensg:ENSG00000213347	13
ensg:ENSG00000213928	13
ensg:ENSG00000051180	12
ensg:ENSG00000104976	12
ensg:ENSG00000123374	12
ensg:ENSG00000123388	12
ensg:ENSG00000138346	12
ensg:ENSG00000157557	12
ensg:ENSG00000165684	12
ensg:ENSG00000165819	12
ensg:ENSG00000177614	12
ensg:ENSG00000102908	11
ensg:ENSG00000182742	11
ensg:ENSG00000197321	11
ensg:ENSG00000100697	10
ensg:ENSG00000100906	10
ensg:ENSG00000115524	10
ensg:ENSG00000143970	10
ensg:ENSG00000146834	10
ensg:ENSG00000152284	10
ensg:ENSG00000159147	10
ensg:ENSG00000187569	10
ensg:ENSG00000048052	9
ensg:ENSG00000082898	9
ensg:ENSG00000114062	9
ensg:ENSG00000135457	9
ensg:ENSG00000170004	9
ensg:ENSG00000092201	8
ensg:ENSG00000106031	8
ensg:ENSG00000116288	8
ensg:ENSG00000117000	8
ensg:ENSG00000119888	8
ensg:ENSG00000145388	8
ensg:ENSG00000159556	8
ensg:ENSG00000174652	8
ensg:ENSG00000128713	7
ensg:ENSG00000135547	7
ensg:ENSG00000152804	7
ensg:ENSG00000164379	7
ensg:ENSG00000175054	7
ensg:ENSG00000188290	7
ensg:ENSG00000073584	6
ensg:ENSG00000100714	6
ensg:ENSG00000102038	6
ensg:ENSG00000124207	6
ensg:ENSG00000126368	6
ensg:ENSG00000130561	6
ensg:ENSG00000142168	6
ensg:ENSG00000161036	6
ensg:ENSG00000164251	6
ensg:ENSG00000166860	6
ensg:ENSG00000005073	5
ensg:ENSG00000100601	5
ensg:ENSG00000108511	5
ensg:ENSG00000113658	5
ensg:ENSG00000115738	5
ensg:ENSG00000123364	5
ensg:ENSG00000125968	5
ensg:ENSG00000144852	5
ensg:ENSG00000153207	5
ensg:ENSG00000153814	5
ensg:ENSG00000160113	5
ensg:ENSG00000162231	5
ensg:ENSG00000163884	5
ensg:ENSG00000171425	5
ensg:ENSG00000180628	5
ensg:ENSG00000182944	5
ensg:ENSG00000184481	5
ensg:ENSG00000187790	5
ensg:ENSG00000198730	5
ensg:ENSG00000089116	4
ensg:ENSG00000128709	4
ensg:ENSG00000129315	4
ensg:ENSG00000137309	4
ensg:ENSG00000140941	4
ensg:ENSG00000146648	4
ensg:ENSG00000156374	4
ensg:ENSG00000169032	4
ensg:ENSG00000170561	4
ensg:ENSG00000171735	4
ensg:ENSG00000176407	4
ensg:ENSG00000181827	4
ensg:ENSG00000029153	3
ensg:ENSG00000111087	3
ensg:ENSG00000118217	3
ensg:ENSG00000136327	3
ensg:ENSG00000146618	3
ensg:ENSG00000169926	3
ensg:ENSG00000170653	3
ensg:ENSG00000183684	3
ensg:ENSG00000198554	3
ensg:ENSG00000007968	2
ensg:ENSG00000013573	2
ensg:ENSG00000101493	2
ensg:ENSG00000102034	2
ensg:ENSG00000113810	2
ensg:ENSG00000118412	2
ensg:ENSG00000119919	2
ensg:ENSG00000120075	2
ensg:ENSG00000120094	2
ensg:ENSG00000121864	2
ensg:ENSG00000125740	2
ensg:ENSG00000126883	2
ensg:ENSG00000128645	2
ensg:ENSG00000128714	2
